paper_id,sourceDataRow,main_observation_id,detailed_observation_id,metric,setting,matching_rate,title,definition,decision,title_definition_scope_evidence,evidence
S4800,853,853:incidence:overall:main,853:incidence:overall:injuryTissueType_muscle_injury_incidence,incidence,overall,0.8,Incidence of Hamstring Injury and Analysis of Risk Factors for Reinjury in Japanese Professional Football Players.,time loss [MRI-confirmed hamstring injury causing ≥4 days' absence from team training],title/definition does not verify the detailed time-loss scope; hold both representations pending source clarification,not_matched,analysis master paper_title and time_loss_definition; equality deliberately not used as evidence
S4800,853,853:incidence:overall:main,853:incidence:overall:injuryTissueType_muscle_tendon_incidence,incidence,overall,0.8,Incidence of Hamstring Injury and Analysis of Risk Factors for Reinjury in Japanese Professional Football Players.,time loss [MRI-confirmed hamstring injury causing ≥4 days' absence from team training],title/definition does not verify the detailed time-loss scope; hold both representations pending source clarification,not_matched,analysis master paper_title and time_loss_definition; equality deliberately not used as evidence
S4800,854,854:incidence:overall:main,854:incidence:overall:injuryLocation_thigh_incidence,incidence,overall,0.87,Incidence of Hamstring Injury and Analysis of Risk Factors for Reinjury in Japanese Professional Football Players.,time loss [MRI-confirmed hamstring injury causing ≥4 days' absence from team training],restricted scope verified by title/definition; retain detailed outcome and do not label matching parent as all injury,matched,analysis master paper_title and time_loss_definition; equality deliberately not used as evidence
S4800,854,854:incidence:overall:main,854:incidence:overall:injuryTissueType_muscle_injury_incidence,incidence,overall,0.87,Incidence of Hamstring Injury and Analysis of Risk Factors for Reinjury in Japanese Professional Football Players.,time loss [MRI-confirmed hamstring injury causing ≥4 days' absence from team training],title/definition does not verify the detailed time-loss scope; hold both representations pending source clarification,not_matched,analysis master paper_title and time_loss_definition; equality deliberately not used as evidence
S4800,854,854:incidence:overall:main,854:incidence:overall:injuryTissueType_muscle_tendon_incidence,incidence,overall,0.87,Incidence of Hamstring Injury and Analysis of Risk Factors for Reinjury in Japanese Professional Football Players.,time loss [MRI-confirmed hamstring injury causing ≥4 days' absence from team training],title/definition does not verify the detailed time-loss scope; hold both representations pending source clarification,not_matched,analysis master paper_title and time_loss_definition; equality deliberately not used as evidence
S4800,855,855:incidence:overall:main,855:incidence:overall:injuryLocation_thigh_incidence,incidence,overall,0.48,Incidence of Hamstring Injury and Analysis of Risk Factors for Reinjury in Japanese Professional Football Players.,time loss [MRI-confirmed hamstring injury causing ≥4 days' absence from team training],restricted scope verified by title/definition; retain detailed outcome and do not label matching parent as all injury,matched,analysis master paper_title and time_loss_definition; equality deliberately not used as evidence
S4800,855,855:incidence:overall:main,855:incidence:overall:injuryTissueType_muscle_injury_incidence,incidence,overall,0.48,Incidence of Hamstring Injury and Analysis of Risk Factors for Reinjury in Japanese Professional Football Players.,time loss [MRI-confirmed hamstring injury causing ≥4 days' absence from team training],title/definition does not verify the detailed time-loss scope; hold both representations pending source clarification,not_matched,analysis master paper_title and time_loss_definition; equality deliberately not used as evidence
S4800,855,855:incidence:overall:main,855:incidence:overall:injuryTissueType_muscle_tendon_incidence,incidence,overall,0.48,Incidence of Hamstring Injury and Analysis of Risk Factors for Reinjury in Japanese Professional Football Players.,time loss [MRI-confirmed hamstring injury causing ≥4 days' absence from team training],title/definition does not verify the detailed time-loss scope; hold both representations pending source clarification,not_matched,analysis master paper_title and time_loss_definition; equality deliberately not used as evidence
S515,923,923:incidence:overall:main,923:incidence:overall:injuryLocation_ankle_incidence,incidence,overall,0.342,Ankle injuries in football academies: a three-centre prospective study,time-loss,restricted scope verified by title/definition; retain detailed outcome and do not label matching parent as all injury,matched,analysis master paper_title and time_loss_definition; equality deliberately not used as evidence
S5158,924,924:incidence:overall:main,924:incidence:overall:injuryTissueType_concussion_incidence,incidence,overall,0.18,The incidence and burden of concussion in men's and women's English professional football.,time loss [medically diagnosed concussion],restricted scope verified by title/definition; retain detailed outcome and do not label matching parent as all injury,matched,analysis master paper_title and time_loss_definition; equality deliberately not used as evidence
S5158,925,925:incidence:overall:main,925:incidence:overall:injuryTissueType_concussion_incidence,incidence,overall,0.44,The incidence and burden of concussion in men's and women's English professional football.,time loss [medically diagnosed concussion],restricted scope verified by title/definition; retain detailed outcome and do not label matching parent as all injury,matched,analysis master paper_title and time_loss_definition; equality deliberately not used as evidence
S5158,926,926:incidence:overall:main,926:incidence:overall:injuryTissueType_concussion_incidence,incidence,overall,0.17,The incidence and burden of concussion in men's and women's English professional football.,time loss [medically diagnosed concussion],restricted scope verified by title/definition; retain detailed outcome and do not label matching parent as all injury,matched,analysis master paper_title and time_loss_definition; equality deliberately not used as evidence
S5158,927,927:incidence:overall:main,927:incidence:overall:injuryTissueType_concussion_incidence,incidence,overall,0.46,The incidence and burden of concussion in men's and women's English professional football.,time loss [medically diagnosed concussion],restricted scope verified by title/definition; retain detailed outcome and do not label matching parent as all injury,matched,analysis master paper_title and time_loss_definition; equality deliberately not used as evidence
S5323,966,966:incidence:overall:main,966:incidence:overall:injuryLocation_lower_limb_overall_incidence,incidence,overall,4.8,Development and validation of a machine learning model for non-contact injury prediction based on lower limb strength asymmetry in professional football.,time loss [non-contact],restricted scope verified by title/definition; retain detailed outcome and do not label matching parent as all injury,matched,analysis master paper_title and time_loss_definition; equality deliberately not used as evidence
S561,1007,1007:incidence:overall:main,1007:incidence:overall:injuryTissueType_muscle_injury_incidence,incidence,overall,5.63,A four-season prospective study of muscle strain reoccurrences in a professional football club,time-loss - acute muscle strain,restricted scope verified by title/definition; retain detailed outcome and do not label matching parent as all injury,matched,analysis master paper_title and time_loss_definition; equality deliberately not used as evidence
S561,1007,1007:incidence:overall:main,1007:incidence:overall:injuryTissueType_muscle_tendon_incidence,incidence,overall,5.63,A four-season prospective study of muscle strain reoccurrences in a professional football club,time-loss - acute muscle strain,restricted scope verified by title/definition; retain detailed outcome and do not label matching parent as all injury,matched,analysis master paper_title and time_loss_definition; equality deliberately not used as evidence
S989,1172,1172:incidence:overall:main,1172:incidence:overall:injuryLocation_shoulder_incidence,incidence,overall,0.847,Shoulder injuries in Brazilian professional football players: epidemiological analysis of 3828 games.,time loss,restricted scope verified by title/definition; retain detailed outcome and do not label matching parent as all injury,matched,analysis master paper_title and time_loss_definition; equality deliberately not used as evidence
S1109,157,157:burden:overall:main,157:burden:overall:injuryLocation_lower_limb_overall_burden,burden,overall,194.86,"The effects of jump training on measures of physical performance, lower extremities injury incidence and burden in highly trained male soccer players.",time-loss,restricted scope verified by title/definition; retain detailed outcome and do not label matching parent as all injury,matched,analysis master paper_title and time_loss_definition; equality deliberately not used as evidence
S1109,158,158:burden:overall:main,158:burden:overall:injuryLocation_lower_limb_overall_burden,burden,overall,71.37,"The effects of jump training on measures of physical performance, lower extremities injury incidence and burden in highly trained male soccer players.",time-loss,restricted scope verified by title/definition; retain detailed outcome and do not label matching parent as all injury,matched,analysis master paper_title and time_loss_definition; equality deliberately not used as evidence
S2824,490,490:burden:overall:main,490:burden:overall:injuryLocation_groin_burden,burden,overall,24.3,Evolution of injury burden in Qatari professional football — 8 season data from the Aspetar Injury and Illness Surveillance Programme.,time loss [groin injury only],restricted scope verified by title/definition; retain detailed outcome and do not label matching parent as all injury,matched,analysis master paper_title and time_loss_definition; equality deliberately not used as evidence
S2824,490,490:burden:overall:main,490:burden:overall:injuryTissueType_injury_diagnosis_burden,burden,overall,24.3,Evolution of injury burden in Qatari professional football — 8 season data from the Aspetar Injury and Illness Surveillance Programme.,time loss [groin injury only],restricted scope verified by title/definition; retain detailed outcome and do not label matching parent as all injury,matched,analysis master paper_title and time_loss_definition; equality deliberately not used as evidence
S2824,491,491:burden:overall:main,491:burden:overall:injuryLocation_knee_burden,burden,overall,16.3,Evolution of injury burden in Qatari professional football — 8 season data from the Aspetar Injury and Illness Surveillance Programme.,time loss [complete ACL rupture confirmed by MRI],restricted scope verified by title/definition; retain detailed outcome and do not label matching parent as all injury,matched,analysis master paper_title and time_loss_definition; equality deliberately not used as evidence
S2824,491,491:burden:overall:main,491:burden:overall:injuryTissueType_injury_diagnosis_burden,burden,overall,16.3,Evolution of injury burden in Qatari professional football — 8 season data from the Aspetar Injury and Illness Surveillance Programme.,time loss [complete ACL rupture confirmed by MRI],restricted scope verified by title/definition; retain detailed outcome and do not label matching parent as all injury,matched,analysis master paper_title and time_loss_definition; equality deliberately not used as evidence
S380,606,606:burden:overall:main,606:burden:overall:injuryLocation_lower_limb_overall_burden,burden,overall,21,Muscle injuries in the academy of a Spanish professional football club: A one-year prospective study,time-loss,title/definition does not verify the detailed time-loss scope; hold both representations pending source clarification,not_matched,analysis master paper_title and time_loss_definition; equality deliberately not used as evidence
S380,606,606:burden:overall:main,606:burden:overall:injuryTissueType_muscle_injury_burden,burden,overall,21,Muscle injuries in the academy of a Spanish professional football club: A one-year prospective study,time-loss,restricted scope verified by title/definition; retain detailed outcome and do not label matching parent as all injury,matched,analysis master paper_title and time_loss_definition; equality deliberately not used as evidence
S380,607,607:burden:overall:main,607:burden:overall:injuryLocation_lower_limb_overall_burden,burden,overall,19,Muscle injuries in the academy of a Spanish professional football club: A one-year prospective study,time-loss,title/definition does not verify the detailed time-loss scope; hold both representations pending source clarification,not_matched,analysis master paper_title and time_loss_definition; equality deliberately not used as evidence
S380,607,607:burden:overall:main,607:burden:overall:injuryTissueType_muscle_injury_burden,burden,overall,19,Muscle injuries in the academy of a Spanish professional football club: A one-year prospective study,time-loss,restricted scope verified by title/definition; retain detailed outcome and do not label matching parent as all injury,matched,analysis master paper_title and time_loss_definition; equality deliberately not used as evidence
S380,608,608:burden:overall:main,608:burden:overall:injuryLocation_lower_limb_overall_burden,burden,overall,17,Muscle injuries in the academy of a Spanish professional football club: A one-year prospective study,time-loss,title/definition does not verify the detailed time-loss scope; hold both representations pending source clarification,not_matched,analysis master paper_title and time_loss_definition; equality deliberately not used as evidence
S380,608,608:burden:overall:main,608:burden:overall:injuryTissueType_muscle_injury_burden,burden,overall,17,Muscle injuries in the academy of a Spanish professional football club: A one-year prospective study,time-loss,restricted scope verified by title/definition; retain detailed outcome and do not label matching parent as all injury,matched,analysis master paper_title and time_loss_definition; equality deliberately not used as evidence
S380,609,609:burden:overall:main,609:burden:overall:injuryLocation_lower_limb_overall_burden,burden,overall,22,Muscle injuries in the academy of a Spanish professional football club: A one-year prospective study,time-loss,title/definition does not verify the detailed time-loss scope; hold both representations pending source clarification,not_matched,analysis master paper_title and time_loss_definition; equality deliberately not used as evidence
S380,609,609:burden:overall:main,609:burden:overall:injuryTissueType_muscle_injury_burden,burden,overall,22,Muscle injuries in the academy of a Spanish professional football club: A one-year prospective study,time-loss,restricted scope verified by title/definition; retain detailed outcome and do not label matching parent as all injury,matched,analysis master paper_title and time_loss_definition; equality deliberately not used as evidence
S3944,660,660:burden:overall:main,660:burden:overall:injuryTissueType_physis_burden,burden,overall,4.6,"Distal-to-proximal progression of apophyseal injuries with age in male youth academy footballers: a two-season prospective cohort study of 16,024 player-seasons.",time loss,restricted scope verified by title/definition; retain detailed outcome and do not label matching parent as all injury,matched,analysis master paper_title and time_loss_definition; equality deliberately not used as evidence
S3944,661,661:burden:overall:main,661:burden:overall:injuryTissueType_physis_burden,burden,overall,19.3,"Distal-to-proximal progression of apophyseal injuries with age in male youth academy footballers: a two-season prospective cohort study of 16,024 player-seasons.",time loss,restricted scope verified by title/definition; retain detailed outcome and do not label matching parent as all injury,matched,analysis master paper_title and time_loss_definition; equality deliberately not used as evidence
S3944,662,662:burden:overall:main,662:burden:overall:injuryTissueType_physis_burden,burden,overall,20.3,"Distal-to-proximal progression of apophyseal injuries with age in male youth academy footballers: a two-season prospective cohort study of 16,024 player-seasons.",time loss,restricted scope verified by title/definition; retain detailed outcome and do not label matching parent as all injury,matched,analysis master paper_title and time_loss_definition; equality deliberately not used as evidence
S3944,663,663:burden:overall:main,663:burden:overall:injuryTissueType_physis_burden,burden,overall,4.6,"Distal-to-proximal progression of apophyseal injuries with age in male youth academy footballers: a two-season prospective cohort study of 16,024 player-seasons.",time loss,restricted scope verified by title/definition; retain detailed outcome and do not label matching parent as all injury,matched,analysis master paper_title and time_loss_definition; equality deliberately not used as evidence
S5005,891,891:burden:overall:main,891:burden:overall:injuryLocation_head_burden,burden,overall,32.3,Characteristics of match-related head injuries in professional women's football: A prospective cohort study.,all complaints - match-related head injury,restricted scope verified by title/definition; retain detailed outcome and do not label matching parent as all injury,matched,analysis master paper_title and time_loss_definition; equality deliberately not used as evidence
S5005,891,891:burden:overall:main,891:burden:overall:injuryTissueType_injury_diagnosis_burden,burden,overall,32.3,Characteristics of match-related head injuries in professional women's football: A prospective cohort study.,all complaints - match-related head injury,restricted scope verified by title/definition; retain detailed outcome and do not label matching parent as all injury,matched,analysis master paper_title and time_loss_definition; equality deliberately not used as evidence
S5005,892,892:burden:overall:main,892:burden:overall:injuryLocation_head_burden,burden,overall,29.6,Characteristics of match-related head injuries in professional women's football: A prospective cohort study.,suspected sports-related concussion,restricted scope verified by title/definition; retain detailed outcome and do not label matching parent as all injury,matched,analysis master paper_title and time_loss_definition; equality deliberately not used as evidence
S5005,892,892:burden:overall:main,892:burden:overall:injuryTissueType_concussion_burden,burden,overall,29.6,Characteristics of match-related head injuries in professional women's football: A prospective cohort study.,suspected sports-related concussion,restricted scope verified by title/definition; retain detailed outcome and do not label matching parent as all injury,matched,analysis master paper_title and time_loss_definition; equality deliberately not used as evidence
S5005,892,892:burden:overall:main,892:burden:overall:injuryTissueType_injury_diagnosis_burden,burden,overall,29.6,Characteristics of match-related head injuries in professional women's football: A prospective cohort study.,suspected sports-related concussion,restricted scope verified by title/definition; retain detailed outcome and do not label matching parent as all injury,matched,analysis master paper_title and time_loss_definition; equality deliberately not used as evidence
S5005,893,893:burden:overall:main,893:burden:overall:injuryLocation_head_burden,burden,overall,21.1,Characteristics of match-related head injuries in professional women's football: A prospective cohort study.,diagnosed sports-related concussion,restricted scope verified by title/definition; retain detailed outcome and do not label matching parent as all injury,matched,analysis master paper_title and time_loss_definition; equality deliberately not used as evidence
S5005,893,893:burden:overall:main,893:burden:overall:injuryTissueType_concussion_burden,burden,overall,21.1,Characteristics of match-related head injuries in professional women's football: A prospective cohort study.,diagnosed sports-related concussion,restricted scope verified by title/definition; retain detailed outcome and do not label matching parent as all injury,matched,analysis master paper_title and time_loss_definition; equality deliberately not used as evidence
S5005,893,893:burden:overall:main,893:burden:overall:injuryTissueType_injury_diagnosis_burden,burden,overall,21.1,Characteristics of match-related head injuries in professional women's football: A prospective cohort study.,diagnosed sports-related concussion,restricted scope verified by title/definition; retain detailed outcome and do not label matching parent as all injury,matched,analysis master paper_title and time_loss_definition; equality deliberately not used as evidence
S5158,924,924:burden:overall:main,924:burden:overall:injuryTissueType_concussion_burden,burden,overall,2.21,The incidence and burden of concussion in men's and women's English professional football.,time loss [medically diagnosed concussion],restricted scope verified by title/definition; retain detailed outcome and do not label matching parent as all injury,matched,analysis master paper_title and time_loss_definition; equality deliberately not used as evidence
S5158,925,925:burden:overall:main,925:burden:overall:injuryTissueType_concussion_burden,burden,overall,7.52,The incidence and burden of concussion in men's and women's English professional football.,time loss [medically diagnosed concussion],restricted scope verified by title/definition; retain detailed outcome and do not label matching parent as all injury,matched,analysis master paper_title and time_loss_definition; equality deliberately not used as evidence
S5158,926,926:burden:overall:main,926:burden:overall:injuryTissueType_concussion_burden,burden,overall,2.02,The incidence and burden of concussion in men's and women's English professional football.,time loss [medically diagnosed concussion],restricted scope verified by title/definition; retain detailed outcome and do not label matching parent as all injury,matched,analysis master paper_title and time_loss_definition; equality deliberately not used as evidence
S5158,927,927:burden:overall:main,927:burden:overall:injuryTissueType_concussion_burden,burden,overall,7.75,The incidence and burden of concussion in men's and women's English professional football.,time loss [medically diagnosed concussion],restricted scope verified by title/definition; retain detailed outcome and do not label matching parent as all injury,matched,analysis master paper_title and time_loss_definition; equality deliberately not used as evidence
