sourceDataRow,paper_id,source_study_id,paper_title,paper_doi,cohort_family,population_label,setting,outcome_scope,time_loss_definition,time_loss_threshold,sex,age_category,playing_level,geography,discipline,source_incidence_definition,source_burden_definition,source_exposure_unit,exposure_construction,source_notes,source_evidence,rate_sd,observation_id,injury_count,exposure_player_hours,rate_per_1000_player_hours,reported_rate_per_1000,calculated_rate_per_1000,ci95_lower,ci95_upper,source_count_field,source_rate_field,injury_location,tissue_type,injury_diagnosis,onset,player_position,laterality,outcome_target,metric,incidence_per_1000_player_hours,burden_days_per_1000_player_hours,source_context_row,source_context_csv,analysis_route,primary_model_eligible,sensitivity_definition,sensitivity_estimated_exposure,sensitivity_rounded_reconstruction,scope_verification,overlap_verification,metric_alignment_verification,source_parent_id,duplicate_of,arithmetic_method,inferred_exposure_player_hours,inferred_injury_count_estimate,rounding_assumption,inference_usable_for_count_likelihood,meanAge,ageRange,sampleSizePlayers,numberOfTeams,observationDuration,dataCollectionPeriod,numberOfSeasons,studyDesign,trialArm,randomisedControlledTrial,geneticGroup,injuryDefinition,injuryDefinitionDescription,exposureDefinitionDescription,mechanismReportingDescription,recurrenceDefinitionDescription,severityDefinitionDescription,source_context_injuryMostCommonLocation,source_context_injuryMostCommonType,source_context_injuryMostCommonDiagnosis,population_role,population_partition_evidence,outcome_coverage_restriction,exposure_method_evidence,exposure_method_categories,exposure_method_details,standard_90_minute_pitch_formula,exposure_method_adjudication,exposure_method_sensitivity_only,historical_source_family_role,historical_source_family_evidence,descriptor_status,days_lost,candidate_injury_count,candidate_source_count_field,metric_correction_reason,metric_correction_evidence,release_context_csv,release_context_join_key,candidate_outcome_scope,candidate_injury_location,candidate_tissue_type,candidate_injury_diagnosis,candidate_review_flags,reported_rate_alignment,reported_time_loss_rate_per_1000,calculated_crude_count_rate_per_1000,published_rate_method,prefit_gate,alignment_decision,alignment_reason,alignment_evidence,threshold_analysis_route,overlap_selection,overlap_family,overlap_reason,overlap_evidence,selected_parent_id,sampling_information_route,reverse_exposure_supported,reverse_exposure_evidence,analysis_target_key,main_scientific_input_selected,model_readiness
801,S4634,S4634,"ACL injuries in professional football (soccer): Women face higher risk, later surgical care and longer time loss compared to men.",10.1002/ksa.70160,S4634,Male 2015/16,match,ACL,time loss [complete ACL rupture],source_defined_threshold_unconfirmed,,,Professional/international,Germany,Football,ACL injuries per 1000 match-hours; prevalence per player-season,,player-hours,source construction requires review,"[2026-07-10] Batch 014 manual primary-PDF extraction. Tables 1-3, Figures 1-5, methods and results checked. Direct female/male all-season results and every readable sex×season prevalence and match-incidence figure value are retained. Figure rows are direct printed bar labels, not back-calculated. This is an ACL-specific cohort, so most-common diagnosis/type/location fields were not populated from the target condition. Training exposure was unavailable and was not derived from match rates.","source CSV: injuryMatchCount, injuryIncidenceMatch, matchExposure",,801:incidence:match:main,,,0.3,0.3,,,,injuryMatchCount,injuryIncidenceMatch,,,ACL,,,,ACL,incidence,0.3,,801,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_specific_evidence_gap,false,true,not_yet_classified,false,reviewed_see_alignment_decision,hold,supported,S4634:parent:799,,,,,,false,,,,,,,7,prospective cohort,,,,Time loss,time loss [complete ACL rupture],,medical staff,second ACL injury after return to play; same-knee injury before RTP excluded as exacerbation,,,,,granular,"standardised.csv sourceDataRow 799 and child rows 800,801,802,803,804,805,806",,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,supported_restricted_scope_from_sole_time_loss_definition,,,injuryMatchCount,,,analysis-source-context.csv,sourceDataRow,ACL_scope_review,,,ACL,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | time_loss_outcome_alignment_review,,,,,,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The study uses a sole time-loss definition, which applies to this reported detailed rate; no conflicting source-context flag is retained.","analysis master: source CSV: injuryMatchCount, injuryIncidenceMatch, matchExposure",sensitivity,hold,S4634,"This child competes with a retained source-supported parent for the same final target, but available evidence does not establish a disjoint population-period partition.","standardised.csv sourceDataRow 799 and child rows 800,801,802,803,804,805,806; competing parent observation=799:incidence:match:main",799:incidence:match:main,descriptive_rate_without_usable_sampling_information,false,,incidence|match|ACL|||ACL||,false,likelihood_and_target_selection_pending
802,S4634,S4634,"ACL injuries in professional football (soccer): Women face higher risk, later surgical care and longer time loss compared to men.",10.1002/ksa.70160,S4634,Male 2016/17,match,ACL,time loss [complete ACL rupture],source_defined_threshold_unconfirmed,,,Professional/international,Germany,Football,ACL injuries per 1000 match-hours; prevalence per player-season,,player-hours,source construction requires review,"[2026-07-10] Batch 014 manual primary-PDF extraction. Tables 1-3, Figures 1-5, methods and results checked. Direct female/male all-season results and every readable sex×season prevalence and match-incidence figure value are retained. Figure rows are direct printed bar labels, not back-calculated. This is an ACL-specific cohort, so most-common diagnosis/type/location fields were not populated from the target condition. Training exposure was unavailable and was not derived from match rates.","source CSV: injuryMatchCount, injuryIncidenceMatch, matchExposure",,802:incidence:match:main,,,0.22,0.22,,,,injuryMatchCount,injuryIncidenceMatch,,,ACL,,,,ACL,incidence,0.22,,802,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_specific_evidence_gap,false,true,not_yet_classified,false,reviewed_see_alignment_decision,hold,supported,S4634:parent:799,,,,,,false,,,,,,,7,prospective cohort,,,,Time loss,time loss [complete ACL rupture],,medical staff,second ACL injury after return to play; same-knee injury before RTP excluded as exacerbation,,,,,granular,"standardised.csv sourceDataRow 799 and child rows 800,801,802,803,804,805,806",,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,supported_restricted_scope_from_sole_time_loss_definition,,,injuryMatchCount,,,analysis-source-context.csv,sourceDataRow,ACL_scope_review,,,ACL,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | time_loss_outcome_alignment_review,,,,,,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The study uses a sole time-loss definition, which applies to this reported detailed rate; no conflicting source-context flag is retained.","analysis master: source CSV: injuryMatchCount, injuryIncidenceMatch, matchExposure",sensitivity,hold,S4634,"This child competes with a retained source-supported parent for the same final target, but available evidence does not establish a disjoint population-period partition.","standardised.csv sourceDataRow 799 and child rows 800,801,802,803,804,805,806; competing parent observation=799:incidence:match:main",799:incidence:match:main,descriptive_rate_without_usable_sampling_information,false,,incidence|match|ACL|||ACL||,false,likelihood_and_target_selection_pending
803,S4634,S4634,"ACL injuries in professional football (soccer): Women face higher risk, later surgical care and longer time loss compared to men.",10.1002/ksa.70160,S4634,Male 2017/18,match,ACL,time loss [complete ACL rupture],source_defined_threshold_unconfirmed,,,Professional/international,Germany,Football,ACL injuries per 1000 match-hours; prevalence per player-season,,player-hours,source construction requires review,"[2026-07-10] Batch 014 manual primary-PDF extraction. Tables 1-3, Figures 1-5, methods and results checked. Direct female/male all-season results and every readable sex×season prevalence and match-incidence figure value are retained. Figure rows are direct printed bar labels, not back-calculated. This is an ACL-specific cohort, so most-common diagnosis/type/location fields were not populated from the target condition. Training exposure was unavailable and was not derived from match rates.","source CSV: injuryMatchCount, injuryIncidenceMatch, matchExposure",,803:incidence:match:main,,,0.31,0.31,,,,injuryMatchCount,injuryIncidenceMatch,,,ACL,,,,ACL,incidence,0.31,,803,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_specific_evidence_gap,false,true,not_yet_classified,false,reviewed_see_alignment_decision,hold,supported,S4634:parent:799,,,,,,false,,,,,,,7,prospective cohort,,,,Time loss,time loss [complete ACL rupture],,medical staff,second ACL injury after return to play; same-knee injury before RTP excluded as exacerbation,,,,,granular,"standardised.csv sourceDataRow 799 and child rows 800,801,802,803,804,805,806",,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,supported_restricted_scope_from_sole_time_loss_definition,,,injuryMatchCount,,,analysis-source-context.csv,sourceDataRow,ACL_scope_review,,,ACL,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | time_loss_outcome_alignment_review,,,,,,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The study uses a sole time-loss definition, which applies to this reported detailed rate; no conflicting source-context flag is retained.","analysis master: source CSV: injuryMatchCount, injuryIncidenceMatch, matchExposure",sensitivity,hold,S4634,"This child competes with a retained source-supported parent for the same final target, but available evidence does not establish a disjoint population-period partition.","standardised.csv sourceDataRow 799 and child rows 800,801,802,803,804,805,806; competing parent observation=799:incidence:match:main",799:incidence:match:main,descriptive_rate_without_usable_sampling_information,false,,incidence|match|ACL|||ACL||,false,likelihood_and_target_selection_pending
804,S4634,S4634,"ACL injuries in professional football (soccer): Women face higher risk, later surgical care and longer time loss compared to men.",10.1002/ksa.70160,S4634,Male 2018/19,match,ACL,time loss [complete ACL rupture],source_defined_threshold_unconfirmed,,,Professional/international,Germany,Football,ACL injuries per 1000 match-hours; prevalence per player-season,,player-hours,source construction requires review,"[2026-07-10] Batch 014 manual primary-PDF extraction. Tables 1-3, Figures 1-5, methods and results checked. Direct female/male all-season results and every readable sex×season prevalence and match-incidence figure value are retained. Figure rows are direct printed bar labels, not back-calculated. This is an ACL-specific cohort, so most-common diagnosis/type/location fields were not populated from the target condition. Training exposure was unavailable and was not derived from match rates.","source CSV: injuryMatchCount, injuryIncidenceMatch, matchExposure",,804:incidence:match:main,,,0.39,0.39,,,,injuryMatchCount,injuryIncidenceMatch,,,ACL,,,,ACL,incidence,0.39,,804,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_specific_evidence_gap,false,true,not_yet_classified,false,reviewed_see_alignment_decision,hold,supported,S4634:parent:799,,,,,,false,,,,,,,7,prospective cohort,,,,Time loss,time loss [complete ACL rupture],,medical staff,second ACL injury after return to play; same-knee injury before RTP excluded as exacerbation,,,,,granular,"standardised.csv sourceDataRow 799 and child rows 800,801,802,803,804,805,806",,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,supported_restricted_scope_from_sole_time_loss_definition,,,injuryMatchCount,,,analysis-source-context.csv,sourceDataRow,ACL_scope_review,,,ACL,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | time_loss_outcome_alignment_review,,,,,,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The study uses a sole time-loss definition, which applies to this reported detailed rate; no conflicting source-context flag is retained.","analysis master: source CSV: injuryMatchCount, injuryIncidenceMatch, matchExposure",sensitivity,hold,S4634,"This child competes with a retained source-supported parent for the same final target, but available evidence does not establish a disjoint population-period partition.","standardised.csv sourceDataRow 799 and child rows 800,801,802,803,804,805,806; competing parent observation=799:incidence:match:main",799:incidence:match:main,descriptive_rate_without_usable_sampling_information,false,,incidence|match|ACL|||ACL||,false,likelihood_and_target_selection_pending
805,S4634,S4634,"ACL injuries in professional football (soccer): Women face higher risk, later surgical care and longer time loss compared to men.",10.1002/ksa.70160,S4634,Male 2019/20,match,ACL,time loss [complete ACL rupture],source_defined_threshold_unconfirmed,,,Professional/international,Germany,Football,ACL injuries per 1000 match-hours; prevalence per player-season,,player-hours,source construction requires review,"[2026-07-10] Batch 014 manual primary-PDF extraction. Tables 1-3, Figures 1-5, methods and results checked. Direct female/male all-season results and every readable sex×season prevalence and match-incidence figure value are retained. Figure rows are direct printed bar labels, not back-calculated. This is an ACL-specific cohort, so most-common diagnosis/type/location fields were not populated from the target condition. Training exposure was unavailable and was not derived from match rates.","source CSV: injuryMatchCount, injuryIncidenceMatch, matchExposure",,805:incidence:match:main,,,0.3,0.3,,,,injuryMatchCount,injuryIncidenceMatch,,,ACL,,,,ACL,incidence,0.3,,805,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_specific_evidence_gap,false,true,not_yet_classified,false,reviewed_see_alignment_decision,hold,supported,S4634:parent:799,,,,,,false,,,,,,,7,prospective cohort,,,,Time loss,time loss [complete ACL rupture],,medical staff,second ACL injury after return to play; same-knee injury before RTP excluded as exacerbation,,,,,granular,"standardised.csv sourceDataRow 799 and child rows 800,801,802,803,804,805,806",,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,supported_restricted_scope_from_sole_time_loss_definition,,,injuryMatchCount,,,analysis-source-context.csv,sourceDataRow,ACL_scope_review,,,ACL,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | time_loss_outcome_alignment_review,,,,,,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The study uses a sole time-loss definition, which applies to this reported detailed rate; no conflicting source-context flag is retained.","analysis master: source CSV: injuryMatchCount, injuryIncidenceMatch, matchExposure",sensitivity,hold,S4634,"This child competes with a retained source-supported parent for the same final target, but available evidence does not establish a disjoint population-period partition.","standardised.csv sourceDataRow 799 and child rows 800,801,802,803,804,805,806; competing parent observation=799:incidence:match:main",799:incidence:match:main,descriptive_rate_without_usable_sampling_information,false,,incidence|match|ACL|||ACL||,false,likelihood_and_target_selection_pending
806,S4634,S4634,"ACL injuries in professional football (soccer): Women face higher risk, later surgical care and longer time loss compared to men.",10.1002/ksa.70160,S4634,Male 2020/21,match,ACL,time loss [complete ACL rupture],source_defined_threshold_unconfirmed,,,Professional/international,Germany,Football,ACL injuries per 1000 match-hours; prevalence per player-season,,player-hours,source construction requires review,"[2026-07-10] Batch 014 manual primary-PDF extraction. Tables 1-3, Figures 1-5, methods and results checked. Direct female/male all-season results and every readable sex×season prevalence and match-incidence figure value are retained. Figure rows are direct printed bar labels, not back-calculated. This is an ACL-specific cohort, so most-common diagnosis/type/location fields were not populated from the target condition. Training exposure was unavailable and was not derived from match rates.","source CSV: injuryMatchCount, injuryIncidenceMatch, matchExposure",,806:incidence:match:main,,,0.35,0.35,,,,injuryMatchCount,injuryIncidenceMatch,,,ACL,,,,ACL,incidence,0.35,,806,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_specific_evidence_gap,false,true,not_yet_classified,false,reviewed_see_alignment_decision,hold,supported,S4634:parent:799,,,,,,false,,,,,,,7,prospective cohort,,,,Time loss,time loss [complete ACL rupture],,medical staff,second ACL injury after return to play; same-knee injury before RTP excluded as exacerbation,,,,,granular,"standardised.csv sourceDataRow 799 and child rows 800,801,802,803,804,805,806",,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,supported_restricted_scope_from_sole_time_loss_definition,,,injuryMatchCount,,,analysis-source-context.csv,sourceDataRow,ACL_scope_review,,,ACL,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | time_loss_outcome_alignment_review,,,,,,supported,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The study uses a sole time-loss definition, which applies to this reported detailed rate; no conflicting source-context flag is retained.","analysis master: source CSV: injuryMatchCount, injuryIncidenceMatch, matchExposure",sensitivity,hold,S4634,"This child competes with a retained source-supported parent for the same final target, but available evidence does not establish a disjoint population-period partition.","standardised.csv sourceDataRow 799 and child rows 800,801,802,803,804,805,806; competing parent observation=799:incidence:match:main",799:incidence:match:main,descriptive_rate_without_usable_sampling_information,false,,incidence|match|ACL|||ACL||,false,likelihood_and_target_selection_pending
807,S465,S465,Beach Soccer Injuries During the Japanese National Championships.,10.1177/2325967115625636,S465,Row 1,overall,all_injuries_scope_review,physical compaint,source_defined_threshold_unconfirmed,Male,Youth | Adult,Amateur | Professional/international,Japan,Beach football,per 1000 player-hours,,player-hours,source construction requires review,,"source CSV: injuryTimeLossCount, injuryIncidenceTimeLossOverall, totalExposure",,807:incidence:overall:main,9,324,28.2,28.2,27.7777777778,,,injuryTimeLossCount,injuryIncidenceTimeLossOverall,,,,,,,all_injuries_scope_review,incidence,28.2,,807,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_specific_evidence_gap,false,false,not_yet_classified,false,reviewed_see_alignment_decision,hold,hold,,,,,,,false,,,341,32,,,2,cohort (prospective),,,,Physical complaints/all complaints,physical compaint,,medical staff,,days from injury to full participation in team training,foot/toe,contusion,,single_or_unlinked_row,standardised.csv source row,,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,supported_all_injury_scope,,9,injuryTimeLossCount,,,analysis-source-context.csv,sourceDataRow,all_injuries_scope_review,,,,cohort_overlap_review | outcome_scope_review | current_session_only_not_ruled_out | time_loss_outcome_alignment_review | count_rate_disagreement,,,,,,hold,"The saved source wording does not identify a separable time-loss outcome. The saved source context flags a numerator, days or denominator mismatch for this metric.","analysis master: source CSV: injuryTimeLossCount, injuryIncidenceTimeLossOverall, totalExposure",hold,hold,S465,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; alignment-decisions.csv metric/threshold hold,,count_and_exposure,false,,incidence|overall|all_injuries_scope_review|||||,false,likelihood_and_target_selection_pending
820,S475,S475,Short and Long-Term Effects of a Simple-Strength-Training Program on Injuries Among Elite U-19 Soccer Players,10.1080/02701367.2020.1741498,S475,Row 1,match,restricted_hamstring_muscle_injury,time-loss - muscle,source_defined_threshold_unconfirmed,Male,Youth,Elite/sub-elite,Spain,Football,per 1000 hours,,player-hours,source construction requires review,[2026-03-30] thigh = hamstring only here,"source CSV: injuryMatchCount, injuryIncidenceMatch, matchExposure",,820:incidence:match:main,4,1254,6.56,6.56,3.1897926635,,,injuryMatchCount,injuryIncidenceMatch,thigh,muscle injury,hamstring injury,,,,restricted_hamstring_muscle_injury,incidence,6.56,,820,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_specific_evidence_gap,false,true,not_yet_classified,false,reviewed_see_alignment_decision,hold,hold,S475:multiple_rows,,,,,,false,,,27,1,2 consecutive seasons,,2,controlled cohort,,,,Time loss,time-loss - muscle,,medical staff,,,thigh,muscle injury,,unclassified_row,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,supported_restricted_scope,,4,injuryMatchCount,,,analysis-source-context.csv,sourceDataRow,muscle_scope_review,,Muscle,,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | time_loss_outcome_alignment_review | count_rate_disagreement,,,,,,hold,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The saved source context flags a numerator, days or denominator mismatch for this metric.","analysis master: source CSV: injuryMatchCount, injuryIncidenceMatch, matchExposure",sensitivity,hold,S475,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,count_and_exposure,false,,incidence|match|restricted_hamstring_muscle_injury|thigh|muscle injury|hamstring injury||,false,likelihood_and_target_selection_pending
820,S475,S475,Short and Long-Term Effects of a Simple-Strength-Training Program on Injuries Among Elite U-19 Soccer Players,10.1080/02701367.2020.1741498,S475,Row 1,training,restricted_hamstring_muscle_injury,time-loss - muscle,source_defined_threshold_unconfirmed,Male,Youth,Elite/sub-elite,Spain,Football,per 1000 hours,,player-hours,source construction requires review,[2026-03-30] thigh = hamstring only here,"source CSV: injuryTrainingCount, injuryIncidenceTraining, trainingExposure",,820:incidence:training:main,11,11971,1.87,1.87,0.918887311,,,injuryTrainingCount,injuryIncidenceTraining,thigh,muscle injury,hamstring injury,,,,restricted_hamstring_muscle_injury,incidence,1.87,,820,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_specific_evidence_gap,false,true,not_yet_classified,false,reviewed_see_alignment_decision,hold,hold,S475:multiple_rows,,,,,,false,,,27,1,2 consecutive seasons,,2,controlled cohort,,,,Time loss,time-loss - muscle,,medical staff,,,thigh,muscle injury,,unclassified_row,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,supported_restricted_scope,,11,injuryTrainingCount,,,analysis-source-context.csv,sourceDataRow,muscle_scope_review,,Muscle,,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | time_loss_outcome_alignment_review | count_rate_disagreement,,,,,,hold,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The saved source context flags a numerator, days or denominator mismatch for this metric.","analysis master: source CSV: injuryTrainingCount, injuryIncidenceTraining, trainingExposure",sensitivity,hold,S475,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,count_and_exposure,false,,incidence|training|restricted_hamstring_muscle_injury|thigh|muscle injury|hamstring injury||,false,likelihood_and_target_selection_pending
821,S475,S475,Short and Long-Term Effects of a Simple-Strength-Training Program on Injuries Among Elite U-19 Soccer Players,10.1080/02701367.2020.1741498,S475,Row 2,overall,restricted_hamstring_muscle_injury,time-loss - muscle,source_defined_threshold_unconfirmed,,,,,Football,per 1000 hours,,,source construction requires review,[2026-03-30] thigh = hamstring only here,"source CSV: injuryTotalCount, injuryIncidenceOverall, totalExposure",,821:incidence:overall:main,15,,2.31,2.31,,,,injuryTotalCount,injuryIncidenceOverall,thigh,muscle injury,hamstring injury,,,,restricted_hamstring_muscle_injury,incidence,2.31,,821,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_specific_evidence_gap,false,true,not_yet_classified,true,reviewed_see_alignment_decision,hold,hold,S475:multiple_rows,,approximate_hours_from_reported_rate,6493.5064935065,,Approximate point calculation only. Original published precision and population alignment must be verified before use; no rounding bounds or confidence interval inferred.,false,,,22,,control season,,1,controlled cohort,,,,Time loss,time-loss - muscle,,,,,,,,unclassified_row,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,hold_parent_category_scope,,15,injuryTotalCount,,,analysis-source-context.csv,sourceDataRow,muscle_scope_review,,Muscle,,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | exposure_cell_unit_unconfirmed_rate_only | time_loss_outcome_alignment_review,,,,,,hold,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The parent rate equals a category rate and the source title/definition identifies a restricted outcome. Do not label the parent as all injuries.","analysis master: source CSV: injuryTotalCount, injuryIncidenceOverall, totalExposure",sensitivity,hold,S475,The alignment pair review does not verify a separable time-loss scope for this matching parent/category representation.,matching-overall-category-adjudication.csv; analysis master paper_title and time_loss_definition; equality deliberately not used as evidence,821,descriptive_rate_without_usable_sampling_information,false,compatible_exposure_unit,incidence|overall|restricted_hamstring_muscle_injury|thigh|muscle injury|hamstring injury||,false,likelihood_and_target_selection_pending
821,S475,S475,Short and Long-Term Effects of a Simple-Strength-Training Program on Injuries Among Elite U-19 Soccer Players,10.1080/02701367.2020.1741498,S475,Row 2,match,restricted_hamstring_muscle_injury,time-loss - muscle,source_defined_threshold_unconfirmed,,,,,Football,per 1000 hours,,,source construction requires review,[2026-03-30] thigh = hamstring only here,"source CSV: injuryMatchCount, injuryIncidenceMatch, matchExposure",,821:incidence:match:main,2,,3.28,3.28,,,,injuryMatchCount,injuryIncidenceMatch,thigh,muscle injury,hamstring injury,,,,restricted_hamstring_muscle_injury,incidence,3.28,,821,/Users/abdelbabiker/Desktop/GBI-DE-MVP-main/Bayesian Analysis/analysis/model-input-releases/2026-09-14-injury-candidates/standardised.csv,hold_for_specific_evidence_gap,false,true,not_yet_classified,true,reviewed_see_alignment_decision,hold,hold,S475:multiple_rows,,approximate_hours_from_reported_rate,609.756097561,,Approximate point calculation only. Original published precision and population alignment must be verified before use; no rounding bounds or confidence interval inferred.,false,,,22,,control season,,1,controlled cohort,,,,Time loss,time-loss - muscle,,,,,,,,unclassified_row,standardised.csv source row; candidate review flag multiple_rows_same_paper where present,,,,,not_documented_in_bounded_inventory,not_individually_adjudicated,not_yet_classified,,,supported_restricted_scope,,2,injuryMatchCount,,,analysis-source-context.csv,sourceDataRow,muscle_scope_review,,Muscle,,cohort_overlap_review | outcome_scope_review | multiple_rows_same_paper | current_session_only_not_ruled_out | exposure_cell_unit_unconfirmed_rate_only | time_loss_outcome_alignment_review,,,,,,hold,"The source labels the outcome time loss, but its threshold is unconfirmed. The approved protocol routes this to threshold sensitivity, not a global hold. The saved extraction does not identify an exposure unit.","analysis master: source CSV: injuryMatchCount, injuryIncidenceMatch, matchExposure",sensitivity,hold,S475,Held because the final alignment record does not support this source metric or threshold route.,standardised.csv source row; candidate review flag multiple_rows_same_paper where present; alignment-decisions.csv metric/threshold hold,,descriptive_rate_without_usable_sampling_information,false,compatible_exposure_unit,incidence|match|restricted_hamstring_muscle_injury|thigh|muscle injury|hamstring injury||,false,likelihood_and_target_selection_pending
